text,label
Bu seneki Teknofest’te birkaç basit hatadan sorun yaşayıp her ne kadar ikinci olsak da seneye birincilik için daha çok çalışacağız💪 https://t.co/OuSb5OirFc,0
Doğmak bir yana. Doğar doğmaz koşmaya başlamasının serüveni. @Selcuk kardeşimize ve onun özelinde T3 Vakfı ve Teknofest organizasyonuna nasıl saldırdıklarına bakarsak anlarız. https://t.co/YZYyLW9vZS,0
@Selcuk Bir Selçuk Bayraktar çıkıp ürettigi siha ile adını Tüm düşmanlara duyuruyor ise asıl siz teknofest sayesinde yetişecek binlerce Selçuk'lardan korkun...,1
#teknofest pespayeliğin dibi. Bu gururla tanıtımı yapılan bir dümbeleklik. https://t.co/9J8HXC6nd8,-1
"TEKNOFEST İstanbul'un son gününde #Türk Yıldızları nefesleri kesti #TSK, TEKNOFEST İstanbul Havacılık, Uzay ve Teknoloji Festivali'nde nefesleri kesti
Kaynak: Star-Teknoloji
DEVAMINI OKU: TEKNOFEST ... https://t.co/XfsDYyfZVB",1
Teknofest gibi etkinliklerin faydalı olacağını düşünüyor musunuz? Sizce sayıları artmalı mı? [Anket#23] https://t.co/QtqkCbsK8K https://t.co/3X4gQcCrKb,0
"#TEKNOFEST; yeni bir vizyon, mükemmel planlama https://t.co/mOQ2DscXZ0  @yigitbulutt https://t.co/2l4GFHIWBC",1
"@CeyhanAhmet3 @uygunonur @akgencsultangz Ülkemize hayırlı olsun.
#TEKNOFEST",1
Teknofest'e giderken yolda kalan masum köylüler SOLOTÜRK'ü izlerkene https://t.co/QGR20l9Poz,0
"Vahdet NAfiz AKSU Yazdı: TEKNOFEST'in Düşündürdükleri
https://t.co/4A36FtUHiL",0
Başkan Yazıcı'nın kişisel sergisi TEKNOFEST'e yerini aldı https://t.co/Qh3u9dFpzI,0
TEKNOFEST'te muhteşem final: @YouTube aracılığıyla https://t.co/dpR7w617mC,1
Türkiye Teknoloji Takımı Vakfı tarafından düzenlenen Teknofest’te TÜBİTAK tarafından düzenlenen yarışmada Üniversitemiz adına İnsansız Hava Aracı ile yarışan beş takımımızı tebrik ederim. ++ https://t.co/yi0fYCggFz,0
Bir @YouTube oynatma listesine video ekledim: https://t.co/dpR7w617mC TEKNOFEST'te muhteşem final,1
#Teknofest İstanbul’da Final Günü #MilliTeknolojiHamlesi – Istanbul Video https://t.co/nkbYQZYqS2 https://t.co/GLS7uLztUu,1
Drone'lere Takılıp Gidiyor Aklım... 😀 #TEKNOFEST,0
"Sonuç: Ekibimiz Anatolia Aero Design, Teknofest İstanbul kapsamında düzenlenen TUBITAK-UAV 2018 yarışmasında uçuşlara kalan 41 ekip arasında 1.'liği elde etti. https://t.co/FaTBHYXnSz",0
@abdullahciftcib Türkiyeye batıdan beyin göçü başladı bu açıkça görülüyor teknofest bunu görüyoruz ama bu fetö bağılayamayız sultan Abdülhamidin planı halla devredeyse bunu bilen fetö yarattı önünü kesilmek istendi ama ne ölçüde engellendi beyin göçüyle ne kadar teknoloji göç edeçek,0
"@TurkYildizlari1 @soloturk 
Teknofest ve diğer etkinliklerdeki akrobasi hareketlerinizi hayranlıkla seyrediyor ve gurur duyuyoruz. Bunun gibi akrobasi hareketleriniz de var mi?
https://t.co/nKdGrxyxN7",1
@guzemyilmaz Teknoloji aşıkları da vardı teknofest'te...,1
"#TEKNOFEST gerçekten milli bir festivaldi. Yetişen evlatlarımız millileşen ve teknolojiye odaklanan ruhla büyüyecek insaAllah. Gurur duydum onur duydum...
Teşekkürler @RT_Erdogan ve @teknofestist https://t.co/hAq9GH92Go",1
"Bu sene katılamadım ama sosyal medyada ve İstanbul genelinde gördüğüm kadarıyla ki burada dünyada da yer verildiğini görüyorum, #teknofest gerçekten başarılı bir organizasyon oldu... https://t.co/wYoNH1P7A4",1
TEKNOFEST İstanbul sona erdi https://t.co/UbGWMI8JAu https://t.co/wB8iZlDVtV,0
#teknofest 🇹🇷İstikbal göklerdedir. https://t.co/7SixCb6Shq,1
Siz mükemmelsiniz #TürkYıldızları #TEKNOFEST https://t.co/hXePuyTmCx,1
#Teknofest  ayaklarıni yerden kesen festival. Emeği geçen herkese teşekkür ederim https://t.co/TJZjEHGnl6,1
"#ASELSAN ürünü ERTUĞRUL Bomba İmha Robotu
#TEKNOFEST 
#teknofestistanbul https://t.co/Xwo76ON3TH",0
@enesmalikay 68 bin adım &gt; 46 km 🚀 #Teknofest,0
TeknoFest'te helikopterlere harmandalı oynatmışlar üstat bu kaçıncı seviye yhaa,0
Teknofest kesinlikle bir festival amaçlı yapılmadı. Onlarca askeri pilotun ihracına rağmen Türk Hava Kuvvetlerinin gücünden bir şey kaybetmedi imajı yaratılmaya çalışıldi. Ve de TSK envanterindeki savaş uçaklarının reklamı yapıldı.,0
@ProfDemirtas @mhmd07_ Hocam bu teknofeste gittiniz mi. Gozlemleriniz neydi hic umut yok mu sizce. Malum buraya siz 10 dk harcayip yaziyorsunuz milyonlar burayi mesken tutup kendisi haric herkesi elestiriyor tipki benim gibi,0
"Teknofest açılışını kaçırdık ama kapanışını da biz yaptık.
Aman Allahım nasıl bir kalabalık nasıl bir trafik 😲 @ Teknofest https://t.co/w8O9bTQsL0",0
#TEKNOFEST e teşekkürler 🇹🇷,1
BOL SPONSORLU #TEKNOFEST #son buldu. Ta ne zaman Gazi Mustafa Kemal Atatürk İSTİKBAL GÖKLERDEDİR demişti. Uyan Türkiyem uyan #Balığa #gidelim,0
"TEKNOFEST; yeni bir vizyon, mükemmel planlama
htps://www.star.com.tr/yazar/teknofest-3b-yeni-bir-vizyon-mukemmel-planlama-yazi-1387790/ @stargazete aracılığıyla",1
"Umarım @TeknofestIst Seneye de Gerçekleşir.
Güçlü Türkiye 🇹🇷 ‘yi 2023,2053,2071 Hedeflerine Ulaştırmak İçin #Teknofest’in 4 Gününde Sizlerden Aldığımız İvmeyle Gayret Edecekler Biiznillah Bizler Olacağız.
@t3vakfi https://t.co/p3PHW6DfrZ",1
"Artık @teknofestist’da Gündelik Hayatımızın Bir Parçasıydı F16’lar...
Alıştığımız Her Uçak Sesinde Gurur Duyduğumuz
Pilotlarımızı,Alanın Her Yanında Görmeye O Kadar Alıştık ki Eve Döndüğümüzde Gözlerimiz Onları Aradı Neredesiniz ☺️😉 @egunar
#teknofest  @T3Vakfi @selcuk @haluk https://t.co/DACocyr1pL",0
"Günler Geçtikçe #Teknofest’te #MilliTeknolojiHamlesi’ni O Kadar Benimsedik ki Uçan İhalar Sihalar Ataklar Bizimdi Bizdendi...
@teknofestist 
@t3vakfi
@selcuk @haluk https://t.co/AFmBkktE55",1
"#Teknofest Bizlere Çok Şey Kattı;
Tutku,Tecrübe,Network,İlham Kaynağı...
Teşekkürler
@T3Vakfi 
Teşekkürler
@selcuk @haluk https://t.co/GshbCHQbZ1",1
TEKNOFEST’in ziyaretçi sayısı açıklandı https://t.co/Z8mGMJVPm1,0
Teknofest'ten anladığım: biz uçak uçurabiliyormuşuz.,-1
TEKNOFEST'te TSK'ya yoğun ilgi https://t.co/qbyFmZKD83,0
"@Selcuk Kardeşimi ve katkısı olan tüm ekibi yürekten tebrik ediyorum, Geldik, gezdik, gördük büyük ve güçlü devletimizin, en büyük meydanında muhteşem bir etkinlik oldu, daha güçlü Türkiye yolunda, teşekkürler Selçuk Bayraktar, teşekkürler Teknofest. https://t.co/3eWQmJHwts",1
"#TEKNOFEST'te @Selcuk Bayraktar'ı heyecanlandıran anlar: Milletimizi aile boyu değil, sülale boyu bekliyoruz. Burası kızım astronot olsun, oğlum uzaya gitsin diyenlerin festivali https://t.co/b61MKbdOV9",0
"Kitap okumadan bilgi olamadığı gibi, bilgi olmadan da teknoloji olamaz. #TEKNOFEST",0
"#TEKNOFEST ‘in dördüncü ve son gününde, İstanbul Milli Eğitim Müdürümüz Sn. @memleventyazici standımızda öğrencilerimizle buluştu ve yarışmalarda dereceye giren öğrencilerimiz ile bütün katılımcılar için düzenlenen ödül törenine katıldı. https://t.co/cBf9CGWM6r",0
"Türkiye’nin ilk havacılık, uzay ve teknoloji festivali #TEKNOFEST👍🏻✈️
Ülkemizde ilki düzenlenen bu organizasyonda kamera arkasında yer alan görevlilerin emeklerinin çok fazla olduğunu belirtmek istiyorum. Bu büyük tablonun bir parçası olmaktan gurur duyuyorum.
#teknofestist https://t.co/dTaoFVIaWT",1
"Hanım Komisyonumuzla İstanbul'da düzenlenen #TEKNOFEST 'e katılım sağladık. ✈️🛩️🚀 #MilliTeknolojiHamlesi
@SefaozerS 
@akgenclikankara 
@AliOsmanOzdemir https://t.co/p2aVuw1ER2",0
"#TürkYıldızları 🇹🇷👏 
Yerli ve Milli Teknolojiyi #teknofestistanbul ile bizlere sunan ve emeği geçen herkese şükranlarımızla...
@Selcuk #teknofest #türkyıldızları #solotürk #teknoloji #hamlesi https://t.co/VGhoYBg9uJ",1
@Selcuk seni izlerken ve dinlerken gurur duydum. Oğlum büyüdüğünde bu gururu ondanda duyarım inşaAllah. Amin #TEKNOFEST #MilliTeknolojiHamlesi https://t.co/3G53F4q6iF,1
@RT_Erdogan @suleymansoylu @mevlutuysal_bsk İbb Teknofest fuarı çok güzeldi belediye organizasyonu kusura bakmayın rezaletti  anlamadığım bu millete havaalanı yapıldı ama çileside yığınla demek miydi çalışanların derdi en yakın mesafelerden dahi insanlar 3 saatte götürüldü,-1
"Gurur tablosu 🇹🇷👏 
Yerli ve Milli Teknolojiyi #teknofestistanbul ile bizlere sunan ve emeği geçen herkese şükranlarımızla...
@Selcuk #teknofest #türkyıldızları #solotürk #teknoloji #hamlesi https://t.co/WWwRpNciSH",1
Ayakları yere basmayan ilk festival olan #TEKNOFEST 'e yerde poz vermek şanına yakışmazdı :) @Selcuk https://t.co/XLvcyZn54M,0
Teknofest fuarı ziyaretimizden geriye kalan iki kare...,0
Ben #TEKNOFEST ten sonra Tr'nin dijitallesme anlamında dünyanın önüne geçeceğini düşünüyorum. Çünkü dijital ne varsa (yazilim anlaminda) kullanımına da kesfine de aşırı tepki veriyoruz. Bakın neler çıkacak daha piyasaya.,0
"Keyifli dakikalar geçirdiğimiz Teknofest’in sonuna geldik,bu festivalde @itobot6038 @sarnic7050 @team4972 @grt6415         @parsroboticteam6436 ile birlikte olmak çok güzeldi herkese teşekkürler.                                               #FRC #FIRST  #istanbulls6064 https://t.co/Poh2netAWN",1
"TEKNOFEST'te TSK'ya yoğun ilgi Havacılık, Uzay ve Teknoloji festivali TEKNOFEST sona erdi. Türkiye'de ilk kez düzenlenen festivalde Türk Silahlı Kuvvetleri'ne ilgi yoğu... https://t.co/1eWYmFif1e",0
"Dev organizasyon TEKNOFEST'in
final canlı yayını...

Emeği geçen,
teri akan herkese sonsuz teşekkürler.
@Selcuk
@T3Vakfi
@haluk
@mfatihkacir
@BaykarMakina
@umuteroltv
@yirmidorttv https://t.co/EsTUEeSTJg",1
#MilliTeknolojiHamlesi #TEKNOFEST İstanbul'un son gününde Türk Yıldızları nefesleri kesti https://t.co/7SJxir3w8h @teknofestist https://t.co/o9j5VWRCco,1
İyi ki gitmişim 👌keşke tekrar olsaaaa #Teknofest2018 #Teknofestİstanbul #teknofest 😍,1
"#teknofest 2018'den kalanlar ❤❤❤

🇹🇷
Kesinlikle her şeye değerdi 🇹🇷

#teknofest2018 #teknofestistanbul #soloturk #türkyıldızları #turkhavakuvvetleri #teknoloji #istanbul #türkiye 🇹🇷 @ İGA… https://t.co/qTVPMZDYtk",1
"TEKNOFEST, Cumhurbaşkanı Yardımcımız Fuat Oktay’ın da katıldığı muhteşem ödül töreni ile sona erdi. Robotik Fetih 1453 yarışmasında ödülleri ASELSAN YK Başkanı ve Gn. Müdürü Prof.Dr.Haluk Görgün verdi. @halukgorgun @drhkaratas @teknofestist https://t.co/XWFA6Hssbt",0
"Teknofest'te önceki gun, 
Atak Helikopterleri ""Harmandalı"" oynadı!",0
"Lisans öğrencilerim Berke Erbaş ve Tuğrul Birtek Teknofest-İstanbul’da “insanlık yararına teknoloji yarışmasında” katılımcı 600 grup içerisinden 2. oldular ve MEMS Ar-Ge merkezini temsilen büyük başarı elde ettiler...Tebrikler! #TEKNOFEST 
#MilliTeknolojiHamlesi
@itu1773 https://t.co/kVaBI20tBQ",0
"Dönemlerinin en iyileri, Türk hep en güçlü olandı.
Özel Kuvvetler ; Yeniçeri
#teknofest https://t.co/nkCJiulv3K",0
#teknofest gururla... fiziki ortamın da daha güzel olacağı günler ve daha yeni teknolojilerle buluşmak umuduyla.... https://t.co/bLCDm9RPkx,1
"#Teknofest Bu da burada dursun.Ringler halka yönelik hizmet etmediği için,trafik polisleri dogru yönlendirmeleri yapmadığı için,mülteciler gibi tellerden geçip otoparklara ulaşmaya çalışırken geçen saatleri asla unutmayacağım.İstanbul hiç iyi gelmedin bu kez bana!! #TEKNOFEST https://t.co/1M9BdAggpD",-1
@cezmitok @GundemOtesi Teknofest gitmedin mi? Zavallı,-1
#Teknofest’te #KDROBOTiK çocuklarımla emeklerimizin karşılığını aldık. Birincilik güzel çocuklarıma Hayırlı Olsun. FenTEK ve Efsane Müdürümüzü ziyaretimizin uğurlu geldiğini düşünüyorum🖖 @ktyildiz @SrnKaradeniz @YavuzSamur https://t.co/LLrlCKjW3a,0
Her şey çok güzeldi💙 #teknofest #türkyıldızları https://t.co/vbeRgfn1rt,1
"Teknofest boyunca standımıza ilgi gösteren herkese çok teşekkür ederiz!
#Teknofestİstanbul #teknofestist #teknofest https://t.co/y54wtn55EO",1
@SLeVIN__KLeVRa Teknofest organizasyonu rezaletti şantiyede festival yapmışlar 1 saat durup kaçtım. Toplamda 4 saatim gitti. Gitmediysen kârdasın..,-1
"Kenan Sofuoğlu Teknofest'te F-16 ve F1 aracıyla yarıştı
https://t.co/qgd2tAipx1 #KenanSofuoğlu #Teknofest #TeknofestIstanbul #SoloTurk #btmagazin https://t.co/DqlWGveKfb",0
"Güzel bir günbatımında, son canlı yayınlarla #TEKNOFEST'i kapattık 🚀

Arka planda emeği geçen ve bu karelerde yer almayan tüm ekibe teşekkürlerimizle 👏🏻🎊

@ntv @yirmidorttv https://t.co/RQviOn13hx",1
"20-23 Eylül 
4 günde
64,2 Kilometre 
90,317 Adım
Yetti mi? Yetmedi
Doyduk mu? Maalesef 
Tadı damağımızda kaldı
#TEKNOFEST🚀🇹🇷 https://t.co/WxvS2Svv92",1
"ROBOTIS MINI festival alanında askeri kargo uçağının önünde, geleceğin öğretmen eğitim planını düşünürken...

ROBOTIS MINI çok yakında yeni eğitim projelerini anlatmak için tüm Türkiye’de sizlerle olacak.

#robotsepeti #robotis  #steamcup  #millteknolojihamlesi #TEKNOFEST",0
"Teknofest etkinliğine Ay gözlemi ile son verdik. Bir sonraki etkinlikte görüşmek üzere.
Unutmayın.
Keşfedecek şey var!
#sabidem #teknofest @ İGA İstanbul Yeni Havalimanı https://t.co/6hzbJYSfUB",0
"Lider Eğitim Gençlik ve Spor Kulübü Derneği bünyesinde faaliyet gösteren Yetkin Genç Takımı,Teknofest Festivali'nde insanlık yararına teknolojiler kategorisinde 'Akıllı Şehir Akıllı Trafik' Projesiyle 2. olmuştur. Başarılarının devamını dileriz.

#teknofest #bilimveteknoloji https://t.co/L1xAlicVOj",0
"Teknofest kapanış:
https://t.co/hMK40kQcQa

Teknofest açılış:
https://t.co/TTXMcY8Xrs

Teknofest'in ilk açılış ve son kapanış canlı yayınlarını Selçuk Bey ile ben yaptım.

Emeği geçenlere yürekten tebrikler.
@Selcuk
@T3Vakfi
@BaykarMakina
@haluk
@mfatihkacir",1
Bir de Helikopter geri geri gitmez diyorlar. @ Teknofest https://t.co/M2s5DZcXet,0
"Mustafa Kemal ne demiş ; İstikbal Göklerdedir ..!! 

bu hafta Teknofest yapıldı Türkiye’de , uçaklar , Helikopteler drone’ler , yeni başlıyor Türkiye ..

Sorsan Atatürk’ün yolundan giden onlar ..",0
"TSK, #TEKNOFEST İstanbul Havacılık, Uzay ve Teknoloji Festivali’nde nefesleri kesti https://t.co/omddyq0ywQ

@teknofestist #MilliTeknolojiHamlesi https://t.co/SWEMs4v2GT",1
"@ProfDemirtas Hocam geçen gün teknofest ile ilgili. Yurt dışında yayınlanan makalede onemli demişsiniz. Acaba 
Uç büyük firman kurucularında akademik başarı var mı ki. Bence tarafsız olup sizin gibi büyüklerimiz avazı çıktığı kadar desteklemeli. Belki Sn. Bayraktar'ın damat olması bir etken.",0
"OP2 ve MINI TEKNOFEST’teydi...
ROBOTIS MINI çok yakında yeni eğitim projelerini anlatmak için
yakında tüm Türkiye’de sizlerle olacak...

#steamcupturkey #robotsepeti #robotis #robotics #inovasyon #steamcup #deneyap #millteknolojihamlesi #TEKNOFEST #Teknofest2018 https://t.co/Edr8o6lah4",0
Türkiye havacılıkta ciddi bir kalkışı başlatmıştır' https://t.co/pdFvLZV7H9,1
"#TEKNOFEST İstanbul'un son gününde Türk Yıldızlarından muhteşem gösteri https://t.co/fTAHsvytUa

@teknofestist #MilliTeknolojiHamlesi https://t.co/cUP8zyPRAO",1
"uçalım bakalım... hürjetle 
#teknofest https://t.co/qcmzRhyHXK",0
Teknofest ' den gurur verici görüntüler 👏👏 — Teknofest'te https://t.co/4ovgTwZim5,1
@Selcuk #Teknofest teki her çalışma bir emek ürünü. Başkalarına örnek olması bakımından Katalog yapılsa çok kalıcı olurdu.,0
"TSK, TEKNOFEST İstanbul Havacılık, Uzay ve Teknoloji Festivali’nde nefesleri kesti https://t.co/omddyq0ywQ https://t.co/IRpOfHTXIA",1
"@mfatihkacir TARIM için de acilen #TEKNOFEST hazırlanmasını temenni ediyorum. 4.0 ile TARIM TOHUM, SULAMA, GÜBRE ve İLAÇLAMA tasarıma T3 yola devam etmeli. @Selcuk kardeşim ve ekibinden gayretlerini talep ediyoruz.",0
@Selcuk #Teknofest için çok teşekkürler. Çok şey öğrendik gurur duyduk. 29 Ekim açılışa biz yarışmacılar hepimiz katılmak isteriz. Dereceli eserlerle Katalok çalışması da yapılsa.,1
"Deniz’cim yolun açık, başarıların daim olsun.
bizeheryerÇAY maestrodenz @ Teknofest https://t.co/U927FcDspX",0
Sorunsuz geçen festival çok şükür.. 🙏🏼🚑 #teknofest,1
Herkes bir teknofest olsa da gitsek diye bekliyormuş gibi değil mi?,0
"T129 Atak helikopterleri TEKNOFEST'te müzik eşliğinde harmandalı oynadı.
@akpartibandirma
@bostancialpbnd
@CevatYAVUZ1610
@Akkadinbandirma
@zeynepozgun9 https://t.co/y47AICf5QB",0
"Popüler kültür ürünü şarkıcıların ne işi vardı, öyle kaliteli bir yerde. Ama gençlik eğlenecek!!!

#TEKNOFEST",-1
Türkiye havacılıkta ciddi bir kalkışı başlatmıştır' https://t.co/MMjrzWE3ET,1
"@soykandurdagi hocamızın öğrencileri #teknofest 'e imzalarını attılar. Model uçak yarışmasında mücadele eden ""istikbal Göklerdedir"" ekibi okullarına paha biçilmez bir başarı hikayesi ile dönüyor tebrikler çocuklar. 🛶✈️🛩️🛫
#istech #istek https://t.co/Tz9Q8OpJYO",1
"Aselsan,Roketsan,Savunma Sanayi, Tubitak ,Bayraktar gibi Ülkemize gelecek katan kurumlari Teknofest festivalinde daha net anladik tum catlak seslere ragmen yapilan 3 havalimani ile Türkiyenin artik cok guclu bir yapisi var .. https://t.co/j7NoaZj1QL",1
Milli ve Yerli Bu coskulu Ve Muhtesem Festivalin Gizli Kahramanlari Emeginize ve  Yüreginize Saglik #TEKNOFEST https://t.co/JWPSwgRN26,1
Allah hiçbir şeyi tesadüfe bağlamaz. Çünkü Allah zar atmaz. Albert A.  İyi geceler✨ #TEKNOFEST e dahil olan herkese tebrik ve teşekkürler👏👏,1
"Türkiyemizin gelişmesinden rahatsız olanlar için özel hediyeler bile hazırlanmış 
Hem de adrese teslim tam isabet 
#TEKNOFEST https://t.co/k10HtgmSJ4",0
"Şu an tv deki 'yaparsan aşkım'da küreğe topu yerleştiren çifti seyrederken ki heyecanı, Bugün #TEKNOFEST te görevdeki İHA yı simülasyonla alana indirmeye çalışırken yaşamadım :)",0
"Aması,fakatı olmadan yapılması elzem olan ve sürekli hale getirilerek toplumun her ferdinin teknolojiye olan farkındalığını harekete geçirmesi adına gerçekleştirdiğimiz #teknofest milletimize armağan olsun.
Allah’ın rızasıyla atılan her tohum,çiçek olmaya layıktır.
🚀🛫🚁🏍🏎🇹🇷 https://t.co/50mnnUIBL0",1
Damatlar arasında gizliden bir rekabet mi var? Teknofest damat 2'nin gövde gösterisine dönmüş. Damat üretime başlayınca TAİ vazgeçti. https://t.co/YrhC8KU9Ev,0
Şu teknofest olayına giden maliyet ne kadar acaba? (Ama afedersiniz ya bu kadar hatta ülkede yapılmış en gösterişli ve BÜYÜK festival için paranın lafı mı olur),0
"Geleceğin mücitleri Teknofest’te buluştu..
Harika deneyimler yaşadılar. Çekilişler, bilgi yarışmalar ve simülasyonlar eşliğinde..  Daha fazla etkinlik için takipte kalın.😊 https://t.co/UGpq8UhxTp",0
İBB Başkanı Uysal: TEKNOFEST'e 550 bine yakın ziyaretçi geldi https://t.co/GW3hLbJ9LV,0
"Milli İHA bu kez 'selfie' çekti https://t.co/cQ4pBRwgNP 

#TEKNOFEST @teknofestist #MilliTeknolojiHamlesi https://t.co/I4sgjAXRgG",0
Ayaklarımızın Yerden Kesildiği Festival: Teknofest’i Geziyorum! https://t.co/XggOD86TJ0 via @kizlarsoruyor,0
"#TEKNOFEST Gençlere inanırlarsa neyi başarabileceklerini gösteren bir festivaldi.Rabbim emeği geçen herkesten razı olsun.Ayaklarina tas değdirmesin.🙏🙏
 @Selcuk  @haluk https://t.co/KYzUALRz3x",1
"@ProfDemirtas @Mikdatca #TEKNOFEST diyoruz, alooooo",0
"Gördüğüm kadarıyla Teknofest’in en güzel yanı artık herkesin bir uçakla, teknolojik araçla, yerli savunma sanayi Sistemleri ile fotoğrafı oldu. Bıkmıştık kafe, piknik, kız kulesi, sahil fotoğraflarından.
#teknofest",0
"Gökyüzüne şiir yazılır mı?
#TürkYıldızları #TEKNOFEST https://t.co/2ZPvQRFwou",0
TEKNOFEST Sona Erdi https://t.co/uJc6dWM7Nb #haber #sondakika,0
"Teknofest olur gidemeyiz, colorfest olur gidemeyiz, flowershow olur gidemeyiz nedir bu çektiğimiz 😛",0
"#Teknofest Havalimanının yeri, yollar, çalışmalar, trafik, kalabalık, işkence derecesinde berbat. Harika olan tek şey vardı. O da #TürkYıldızları",-1
"İstanbul Üniversitesi - Cerrahpaşa Teknik Bilimler MYO öğrencilerinden oluşan  BigBang Robotik Ekibi ""Akıllı Böcek"" isimli projesi ile Teknofest İstanbul'da ""İnsanlık Yararına Teknoloji"" yarışmada Birincilik ödülüne layık görüldü.
#Teknofest2018 #iüc #iüctbmyo https://t.co/PLiOPl4DsY",0
"ROBOTIS MINI ve OP2 festival alanında oldukça fazla ilgi gördü!

ROBOTIS MINI çok yakında yeni eğitim projelerini anlatmak için tüm Türkiye’de sizlerle olacak.

#steamcupturkey #robotsepeti #robotis #robotics #steamcup #deneyap #millteknolojihamlesi #TEKNOFEST #Teknofest2018 https://t.co/FtocLYAvqU",0
Türkiye'yi dünyada birçok gösteride temsil eden kahramanlar TÜRK YILDIZLARI.#teknofest#iga#yenihavalimanı#airforce#türkyıldızları #instagram#instasize#instagood#like4like#istanbul#türkiye https://t.co/ucPP3Of8zb,0
İstanbullular TEKNOFEST’e akın etti.İstanbul yeni Havalimanı’nda düzenlenen etkinliklerin üçüncü gününde ziyaretçi sayısı 500 bini aştı.Rekor düzeyde ziyaretçinin katıldığı etkinliklerde ortaokul ve lise düzeyindeki öğrencilerin geliştirdiği icatlar büyük beğeni topladı. https://t.co/TUF93pt0dJ,1
Türkiye’in @elonmusk u @Selcuk #Teknofest #MilliTeknolojiHamlesi https://t.co/4x0tFmbc4y,1
#TEKNOFEST roket yarışlarında birinciliği kazanan Konya Teknik Üniversitesi Selçuk Roket Takımını tebrik ediyorum. @SelcukRoket https://t.co/3NyQTIgp6K,0
"Teknofest, hayal değil gerçek... https://t.co/oi5SkjmXOs @Aksam aracılığıyla Çok güzel bir yazı.",0
"23/09/2018 PAZAR 
-İstanbul TEKNOFEST'te yapılan yarışmalarda 1.olarak,ödülünü Cumhurbaşkanı Yard.Sayın Fuat OKTAY dan alan Salihli Kudret Demir Ortaokulu Md.İlker ATALAY, Md.Yrd.Ertuğ GÖZAYDIN ve öğrencilerimizi tebrik ediyorum. @tcbestepe @erkankandemir @BerkMersinli @Akparti https://t.co/RjD4RVLeuC",0
"Milli Teknoloji Hamlesi ile güçlü Türkiye’nin yeni Hezârfenleri, Vecihi Hürkuşları yetişmeye devam edecek, bu tutkuyla bayrağımızı çok daha ileriye taşıyacağız inşallah 🚀

#TEKNOFEST
#MilliTeknolojiHamlesi https://t.co/jGrftXLd02",1
"Boğaziçi Üniversitesi, Kandilli Rasathanesi ve Deprem Araştırma Enstitüsü, AHEB gezici deprem simülasyon tırı #TEKNOFEST kapsamında eğitimleri tamamladı. @teknofestist https://t.co/5bZpbenMqL",0
#TEKNOFEST #Hürjet 🇹🇷 💟 https://t.co/EJUpENavFc,1
Hepiniz lıke fest teknofest ve contemporary e katılım gösterdıgınıze gore artık dağılabilirsiniz bence👏,0
"Cumhurbaşkanı Recep Tayyip Erdoğan, Türkiye'nin havacılık,uzay ve teknoloji festivali #TEKNOFEST e Cumhurbaşkanlığı forsunun bulunduğu pilot üniforması ile katıldı
🇹🇷BİR UMUTTUR YAŞAMAK 🇹🇷
@sedat_peker https://t.co/vnwKmeRufe",0
"Gökyüzü ayaklarımızda. :)
#TEKNOFEST https://t.co/Xgb6yOyDHr",1
"Sinbo, ileri teknolojili sistemlerini TEKNOFEST'te sergiledi https://t.co/DqoZRo4Zpq https://t.co/tLCyJ8BlGe",0
"Milli Teknoloji Hamlesi ile güçlü Türkiye’nin yeni Hezârfenleri, Vecihi Hürkuşları yetişmeye devam edecek, bu tutkuyla bayrağımızı çok daha ileriye taşıyacağız inşallah 🚀

#TEKNOFEST
#MilliTeknolojiHamlesi https://t.co/rrBRauOLnd",1
"T3 Vakfı ve İBB tarafından düzenlenen, TEKNOFEST bugün son erdi. 550 bin kişinin katıldığı belirtilen Festival'in son gününde gösteri yapan Solo Türk izleyenlere unutulmaz anlar yaşattı. Türk Silahlı Kuvvetleri (TSK) nefes kesen gösteri uçuşlarından görüntüleri paylaştı. https://t.co/iysZBtkeXb",0
"Bir soru soracağım ama hemen kızmayın. Biraz düşünün sonra kızın. Teknofest iyi bir organizasyondu. 5 saat önceki açıklamaya göre 550 bin kişi katılmış. Peki gavur icadı uçaklarla uçup,gavur icadı hava araçlarını sergileyerek ne elde ettik? İHA lar hariç %100 yerli neyimiz vardı?",1
#teknofest #MilliTeknolojiHamlesi #teknofestistanbul https://t.co/fRYcQNGSom,1
"TEKNOFEST İnsansız Su Altı Prototipi yarışmasını kazanan @TCKtu ve dereceye giren @gedikedu , @YildizEdu robotik takımlarını tebrik ederiz. 👏🏻",0
#teknofest Dikkatli gözler 3. karede jet pilotunun gökyüzüne çizdiği kalbi görebilir💙 @ 3. Havaalanı - Arnavutköy https://t.co/DHDxQ5OLNV,0
Teknofest’in mimarları NTV’nin sorularını yanıtladı https://t.co/5e786C711d https://t.co/vyh4y4WHqk,0
"KEŞKE....

Teknofest güzel bir etkinlik oldu.
Ancak sergilenen en ilgi çekici ürünler roketler, füzeler, tüfekler, helikopterler, ihalar, sihalar...

Keşke en ilgi çeken teknolojimiz chipler, mipler, microişlemciler, yapay zekalar, bulanık mantıklar, bulut bilişimler olsa.

Keşke",-1
"Gurur.. 👏🏼🚀
#TEKNOFEST 
#Teknofest2018 https://t.co/tBjWuwNk92",1
